เพศ,ช่วงอายุ/ช่วงวัย,เทศกาล/โอกาสสำคัญ,ความสัมพันธ์,ราคา,คลาสของขวัญ
2,12,13,34.04,1-100,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.05,101-500,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.06,101-500,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.07,101-500,อาหารเสริมเพื่อสุขภาพ
2,12,24,34.04,101-500,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.05,501-1000,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.06,501-1000,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.07,501-1000,อาหารเสริมเพื่อสุขภาพ
2,12,22,34.04,501-1000,อาหารเสริมเพื่อสุขภาพ
0,9,13,39,1-100,เสื้อผ้าแฟชั่น
0,9,13,35.04,1-100,เสื้อผ้าแฟชั่น
0,9,13,38.01,1-100,เสื้อผ้าแฟชั่น
0,9,13,34.03,1-100,เสื้อผ้าแฟชั่น
0,9,13,34.33,101-500,เสื้อผ้าแฟชั่น
0,9,13,26,101-500,เสื้อผ้าแฟชั่น
0,9,24,39,101-500,เสื้อผ้าแฟชั่น
0,9,24,35.04,101-500,เสื้อผ้าแฟชั่น
0,9,24,38,101-500,เสื้อผ้าแฟชั่น
0,9,24,34.22,501-1000,เสื้อผ้าแฟชั่น
0,9,24,34.33,501-1000,เสื้อผ้าแฟชั่น
0,9,24,26,501-1000,เสื้อผ้าแฟชั่น
0,9,18,26,501-1000,เสื้อผ้าแฟชั่น
0,9,19,39,501-1000,เสื้อผ้าแฟชั่น
0,9,19,35.04,1001-5000,เสื้อผ้าแฟชั่น
0,9,19,38,1001-5000,เสื้อผ้าแฟชั่น
0,9,19,34.22,1001-5000,เสื้อผ้าแฟชั่น
0,9,19,34.33,1001-5000,เสื้อผ้าแฟชั่น
0,9,19,26,1001-5000,เสื้อผ้าแฟชั่น
0,9,14,39,50001-10000,เสื้อผ้าแฟชั่น
0,9,14,26,50001-10000,เสื้อผ้าแฟชั่น
0,9,25,39,50001-10000,เสื้อผ้าแฟชั่น
0,9,25,35.04,50001-10000,เสื้อผ้าแฟชั่น
0,9,25,38,10001-25000,เสื้อผ้าแฟชั่น
0,9,25,34.22,10001-25000,เสื้อผ้าแฟชั่น
0,9,25,34.33,10001-25000,เสื้อผ้าแฟชั่น
0,9,25,26,10001-25000,เสื้อผ้าแฟชั่น
1,9,13,39,10001-25000,เสื้อผ้าแฟชั่น
1,9,13,35.04,10001-25000,เสื้อผ้าแฟชั่น
1,9,13,38,10001-25000,เสื้อผ้าแฟชั่น
1,9,13,34.22,10001-25000,เสื้อผ้าแฟชั่น
1,9,13,34.33,50001-10000,เสื้อผ้าแฟชั่น
1,9,13,26,50001-10000,เสื้อผ้าแฟชั่น
1,9,24,39,50001-10000,เสื้อผ้าแฟชั่น
1,9,24,35.04,50001-10000,เสื้อผ้าแฟชั่น
1,9,24,38,50001-10000,เสื้อผ้าแฟชั่น
1,9,24,34.22,1001-5000,เสื้อผ้าแฟชั่น
1,9,24,34.33,1001-5000,เสื้อผ้าแฟชั่น
1,9,24,26,1001-5000,เสื้อผ้าแฟชั่น
1,9,18,26,1001-5000,เสื้อผ้าแฟชั่น
1,9,19,39,1001-5000,เสื้อผ้าแฟชั่น
1,9,19,35.04,501-1000,เสื้อผ้าแฟชั่น
1,9,19,38,501-1000,เสื้อผ้าแฟชั่น
1,9,19,34.22,501-1000,เสื้อผ้าแฟชั่น
1,9,19,34.33,501-1000,เสื้อผ้าแฟชั่น
1,9,19,26,501-1000,เสื้อผ้าแฟชั่น
1,9,14,39,101-500,เสื้อผ้าแฟชั่น
1,9,14,26,101-500,เสื้อผ้าแฟชั่น
1,9,25,39,101-500,เสื้อผ้าแฟชั่น
1,9,25,35.04,101-500,เสื้อผ้าแฟชั่น
1,9,25,38,1-100,เสื้อผ้าแฟชั่น
1,9,25,34.22,1-100,เสื้อผ้าแฟชั่น
1,9,25,34.33,1-100,เสื้อผ้าแฟชั่น
1,9,25,26,1-100,เสื้อผ้าแฟชั่น
0,7,13,38,1-100,รองเท้า
0,7,13,38.02,1-100,รองเท้า
0,7,13,34.32,1-100,รองเท้า
0,7,13,38.03,1-100,รองเท้า
0,7,24,38,1-100,รองเท้า
0,7,24,38.02,501-1000,รองเท้า
0,7,24,34.32,501-1000,รองเท้า
0,7,24,38.03,501-1000,รองเท้า
0,7,25,38,501-1000,รองเท้า
0,7,25,38.02,1001-2500,รองเท้า
0,7,25,34.32,1001-2500,รองเท้า
0,7,25,38.03,1001-2500,รองเท้า
0,8,13,38,1001-2500,รองเท้า
0,8,13,38.02,1001-2500,รองเท้า
0,8,13,34.32,2501-5000,รองเท้า
0,8,13,38.03,2501-5000,รองเท้า
0,8,24,38,2501-5000,รองเท้า
0,8,24,38.02,2501-5000,รองเท้า
0,8,24,34.32,2501-5000,รองเท้า
0,8,24,38.03,5001-10000,รองเท้า
0,8,25,38,5001-10000,รองเท้า
0,8,25,38,5001-10000,รองเท้า
0,8,25,38.02,5001-10000,รองเท้า
0,8,25,34.32,5001-10000,รองเท้า
0,9,13,38.03,10001-25000,รองเท้า
0,9,13,35.04,10001-25000,รองเท้า
0,9,13,38,10001-25000,รองเท้า
0,9,13,34.22,10001-25000,รองเท้า
0,9,13,34.33,10001-25000,รองเท้า
0,9,13,26,25001-50000,รองเท้า
0,9,24,39,25001-50000,รองเท้า
0,9,24,35.04,25001-50000,รองเท้า
0,9,24,39,25001-50000,รองเท้า
0,9,24,34.22,25001-50000,รองเท้า
0,9,24,34.33,1-100,รองเท้า
0,9,24,26,1-100,รองเท้า
0,9,18,26,1-100,รองเท้า
0,9,14,26,1-100,รองเท้า
0,9,14,26,1-100,รองเท้า
0,9,25,39,501-1000,รองเท้า
0,9,25,35.04,501-1000,รองเท้า
0,9,25,39,501-1000,รองเท้า
0,9,25,34.22,501-1000,รองเท้า
0,9,25,34.33,1001-2500,รองเท้า
0,9,25,26,1001-2500,รองเท้า
0,9,13,39,1001-2500,รองเท้า
0,9,13,35.04,1001-2500,รองเท้า
0,9,13,39,1001-2500,รองเท้า
0,9,13,34.22,2501-5000,รองเท้า
0,9,13,34.33,2501-5000,รองเท้า
0,9,13,26,2501-5000,รองเท้า
0,9,24,39,2501-5000,รองเท้า
0,9,24,35.04,2501-5000,รองเท้า
0,9,24,39,5001-10000,รองเท้า
0,9,24,34.32,5001-10000,รองเท้า
0,9,24,34.33,5001-10000,รองเท้า
0,9,24,26,5001-10000,รองเท้า
0,9,18,26,5001-10000,รองเท้า
0,9,19,39,10001-25000,รองเท้า
0,9,19,35.04,10001-25000,รองเท้า
0,9,19,39,10001-25000,รองเท้า
0,9,19,34.22,10001-25000,รองเท้า
0,9,19,34.33,10001-25000,รองเท้า
0,9,19,26,25001-50000,รองเท้า
0,9,14,39,25001-50000,รองเท้า
0,9,14,26,25001-50000,รองเท้า
0,9,25,39,25001-50000,รองเท้า
0,9,25,35.04,25001-50000,รองเท้า
0,9,25,39,1-100,รองเท้า
0,9,25,34.22,1-100,รองเท้า
0,9,25,34.33,1-100,รองเท้า
0,9,25,26,1-100,รองเท้า
0,10,13,39,1-100,รองเท้า
0,10,13,35.04,501-1000,รองเท้า
0,10,13,39,501-1000,รองเท้า
0,10,13,34.22,501-1000,รองเท้า
0,10,13,34.33,501-1000,รองเท้า
0,10,13,35.01,1001-2500,รองเท้า
0,10,13,35.02,1001-2500,รองเท้า
0,10,13,26,1001-2500,รองเท้า
0,10,24,38,1001-2500,รองเท้า
0,10,24,35.04,1001-2500,รองเท้า
0,10,24,38,2501-5000,รองเท้า
0,10,24,34.22,2501-5000,รองเท้า
0,10,24,34.33,2501-5000,รองเท้า
0,10,24,38,2501-5000,รองเท้า
0,10,24,34.32,2501-5000,รองเท้า
0,10,24,26,5001-10000,รองเท้า
0,10,18,26,5001-10000,รองเท้า
0,10,19,39,5001-10000,รองเท้า
0,10,19,35.04,5001-10000,รองเท้า
0,10,19,39,5001-10000,รองเท้า
0,10,19,34.32,10001-25000,รองเท้า
0,10,19,34.33,10001-25000,รองเท้า
0,10,19,26,10001-25000,รองเท้า
0,10,14,39,10001-25000,รองเท้า
0,10,14,26,10001-25000,รองเท้า
0,10,25,39,25001-50000,รองเท้า
0,10,25,35.04,25001-50000,รองเท้า
0,10,25,39,25001-50000,รองเท้า
0,10,25,34.32,25001-50000,รองเท้า
0,10,25,34.33,25001-50000,รองเท้า
0,10,25,26,1-100,รองเท้า
0,10,13,39,1-100,รองเท้า
0,10,13,35.04,1-100,รองเท้า
0,10,13,39,1-100,รองเท้า
0,10,13,34.32,1-100,รองเท้า
0,10,13,34.33,501-1000,รองเท้า
0,10,13,26,501-1000,รองเท้า
0,10,24,39,501-1000,รองเท้า
0,10,24,35.04,501-1000,รองเท้า
0,10,24,39,1001-2500,รองเท้า
0,10,24,34.32,1001-2500,รองเท้า
0,10,24,34.33,1001-2500,รองเท้า
0,10,24,26,1001-2500,รองเท้า
0,10,24,35.01,1001-2500,รองเท้า
0,10,24,35.02,2501-5000,รองเท้า
0,10,18,26,2501-5000,รองเท้า
0,10,19,39,2501-5000,รองเท้า
0,10,19,35.04,2501-5000,รองเท้า
0,10,19,39,2501-5000,รองเท้า
0,10,19,34.32,5001-10000,รองเท้า
0,10,19,34.33,5001-10000,รองเท้า
0,10,19,28,5001-10000,รองเท้า
0,10,14,,5001-10000,รองเท้า
0,10,14,26,5001-10000,รองเท้า
0,10,25,39,10001-25000,รองเท้า
0,10,25,35.04,10001-25000,รองเท้า
0,10,25,39,10001-25000,รองเท้า
0,10,25,34.22,10001-25000,รองเท้า
0,10,25,34.33,10001-25000,รองเท้า
0,10,25,26,25001-50000,รองเท้า
0,10,25,35.01,25001-50000,รองเท้า
0,10,25,35.02,25001-50000,รองเท้า
0,11,13,28,25001-50000,รองเท้า
0,11,13,35.04,25001-50000,รองเท้า
0,11,13,34.22,1-100,รองเท้า
0,11,13,34.33,1-100,รองเท้า
0,11,13,26,1-100,รองเท้า
0,11,13,34.04,1-100,รองเท้า
0,11,13,35.01,1-100,รองเท้า
0,11,13,35.02,501-1000,รองเท้า
0,11,24,39,501-1000,รองเท้า
0,11,24,38,501-1000,รองเท้า
0,11,24,34.32,501-1000,รองเท้า
0,11,24,34.31,1001-2500,รองเท้า
0,11,24,26,1001-2500,รองเท้า
0,11,24,35.01,1001-2500,รองเท้า
0,11,24,35.03,1001-2500,รองเท้า
0,11,18,26,1001-2500,รองเท้า
0,11,19,39,2501-5000,รองเท้า
0,11,19,35.04,2501-5000,รองเท้า
0,11,19,38,2501-5000,รองเท้า
0,11,19,34.22,2501-5000,รองเท้า
0,11,19,34.33,2501-5000,รองเท้า
0,11,19,26,5001-10000,รองเท้า
0,11,14,39,5001-10000,รองเท้า
0,11,14,26,5001-10000,รองเท้า
0,11,25,39,5001-10000,รองเท้า
0,11,25,35.04,5001-10000,รองเท้า
0,11,25,39,10001-25000,รองเท้า
0,11,25,34.22,10001-25000,รองเท้า
0,11,25,34.33,10001-25000,รองเท้า
0,11,25,26,10001-25000,รองเท้า
0,11,25,35.01,10001-25000,รองเท้า
0,11,25,35.03,25001-50000,รองเท้า
0,11,15,38,25001-50000,รองเท้า
1,7,13,38.02,25001-50000,รองเท้า
1,7,13,34.32,25001-50000,รองเท้า
1,7,13,38.03,25001-50000,รองเท้า
1,7,13,38,1-100,รองเท้า
1,7,24,38.02,1-100,รองเท้า
1,7,24,34.32,1-100,รองเท้า
1,7,24,38.03,1-100,รองเท้า
1,7,24,38,1-100,รองเท้า
1,7,25,38.02,501-1000,รองเท้า
1,7,25,34.32,501-1000,รองเท้า
1,7,25,38.03,501-1000,รองเท้า
1,7,25,38,501-1000,รองเท้า
1,8,13,38.02,1001-2500,รองเท้า
1,8,13,34.32,1001-2500,รองเท้า
1,8,13,38.03,1001-2500,รองเท้า
1,8,13,38,1001-2500,รองเท้า
1,8,24,38.02,1001-2500,รองเท้า
1,8,24,34.32,2501-5000,รองเท้า
1,8,24,38.03,2501-5000,รองเท้า
1,8,24,38,2501-5000,รองเท้า
1,8,25,38.02,2501-5000,รองเท้า
1,8,25,34.32,2501-5000,รองเท้า
1,8,25,38.03,5001-10000,รองเท้า
1,8,25,38.03,5001-10000,รองเท้า
1,9,13,39,5001-10000,รองเท้า
1,9,13,35.04,5001-10000,รองเท้า
1,9,13,38,5001-10000,รองเท้า
1,9,13,34.22,10001-25000,รองเท้า
1,9,13,34.33,10001-25000,รองเท้า
1,9,13,26,10001-25000,รองเท้า
1,9,24,39,10001-25000,รองเท้า
1,9,24,35.04,10001-25000,รองเท้า
1,9,24,39,25001-50000,รองเท้า
1,9,24,34.22,25001-50000,รองเท้า
1,9,24,34.33,25001-50000,รองเท้า
1,9,24,26,25001-50000,รองเท้า
1,9,18,26,25001-50000,รองเท้า
1,9,14,26,1-100,รองเท้า
1,9,14,26,1-100,รองเท้า
1,9,25,39,1-100,รองเท้า
1,9,25,35.04,1-100,รองเท้า
1,9,25,39,1-100,รองเท้า
1,9,25,34.22,501-1000,รองเท้า
1,9,25,34.33,501-1000,รองเท้า
1,9,25,26,501-1000,รองเท้า
1,9,13,39,501-1000,รองเท้า
1,9,13,39,1001-2500,รองเท้า
1,9,13,35.04,1001-2500,รองเท้า
1,9,13,39,1001-2500,รองเท้า
1,9,13,34.33,1001-2500,รองเท้า
1,9,13,26,1001-2500,รองเท้า
1,9,24,39,2501-5000,รองเท้า
1,9,24,35.04,2501-5000,รองเท้า
1,9,24,39,2501-5000,รองเท้า
1,9,24,34.22,2501-5000,รองเท้า
1,9,24,34.33,2501-5000,รองเท้า
1,9,24,26,5001-10000,รองเท้า
1,9,18,26,5001-10000,รองเท้า
1,9,18,39,5001-10000,รองเท้า
1,9,18,35.04,5001-10000,รองเท้า
1,9,18,39,5001-10000,รองเท้า
1,9,18,34.22,10001-25000,รองเท้า
1,9,18,34.33,10001-25000,รองเท้า
1,9,18,26,10001-25000,รองเท้า
1,9,14,39,10001-25000,รองเท้า
1,9,14,26,10001-25000,รองเท้า
1,9,25,39,25001-50000,รองเท้า
1,9,25,35.04,25001-50000,รองเท้า
1,9,25,39,25001-50000,รองเท้า
1,9,25,34.22,25001-50000,รองเท้า
1,9,25,34.33,25001-50000,รองเท้า
1,9,25,26,1-100,รองเท้า
1,10,13,39,1-100,รองเท้า
1,10,13,35.04,1-100,รองเท้า
1,10,13,39,1-100,รองเท้า
1,10,13,34.22,1-100,รองเท้า
1,10,13,34.33,501-1000,รองเท้า
1,10,13,35.01,501-1000,รองเท้า
1,10,13,35.03,501-1000,รองเท้า
1,10,13,6,501-1000,รองเท้า
1,10,24,39,1001-2500,รองเท้า
1,10,24,35.04,1001-2500,รองเท้า
1,10,24,39,1001-2500,รองเท้า
1,10,24,34.32,1001-2500,รองเท้า
1,10,24,34.33,1001-2500,รองเท้า
1,10,24,38,2501-5000,รองเท้า
1,10,24,34.32,2501-5000,รองเท้า
1,10,24,26,2501-5000,รองเท้า
1,10,18,26,2501-5000,รองเท้า
1,10,19,39,2501-5000,รองเท้า
1,10,19,35.04,5001-10000,รองเท้า
1,10,19,38,5001-10000,รองเท้า
1,10,19,34.22,5001-10000,รองเท้า
1,10,19,34.33,5001-10000,รองเท้า
1,10,19,26,5001-10000,รองเท้า
1,10,14,39,10001-25000,รองเท้า
1,10,14,26,10001-25000,รองเท้า
1,10,25,39,10001-25000,รองเท้า
1,10,25,35.04,10001-25000,รองเท้า
1,10,25,39,10001-25000,รองเท้า
1,10,25,34.22,25001-50000,รองเท้า
1,10,25,34.33,25001-50000,รองเท้า
1,10,25,26,25001-50000,รองเท้า
1,10,13,39,25001-50000,รองเท้า
1,10,13,35.04,25001-50000,รองเท้า
1,10,13,28,1-100,รองเท้า
1,10,13,34.32,1-100,รองเท้า
1,10,13,34.33,1-100,รองเท้า
1,10,13,26,1-100,รองเท้า
1,10,24,39,501-1000,รองเท้า
1,10,24,35.04,501-1000,รองเท้า
1,10,24,39,501-1000,รองเท้า
1,10,24,34.22,501-1000,รองเท้า
1,10,24,34.33,1001-2500,รองเท้า
1,10,24,26,1001-2500,รองเท้า
1,10,24,35.01,1001-2500,รองเท้า
1,10,24,35.03,1001-2500,รองเท้า
1,10,18,26,1001-2500,รองเท้า
1,10,19,39,2501-5000,รองเท้า
1,10,19,34.04,2501-5000,รองเท้า
1,10,19,38,2501-5000,รองเท้า
1,10,19,34.22,2501-5000,รองเท้า
1,10,19,34.33,2501-5000,รองเท้า
1,10,19,26,5001-10000,รองเท้า
1,10,14,39,5001-10000,รองเท้า
1,10,14,26,5001-10000,รองเท้า
1,10,25,26,5001-10000,รองเท้า
1,10,25,34.04,5001-10000,รองเท้า
1,10,25,38,10001-25000,รองเท้า
1,10,25,34.22,10001-25000,รองเท้า
1,10,25,34.33,10001-25000,รองเท้า
1,10,25,26,10001-25000,รองเท้า
1,10,25,35.01,25001-50000,รองเท้า
1,10,25,35.03,25001-50000,รองเท้า
1,11,13,39,25001-50000,รองเท้า
1,11,13,35.04,25001-50000,รองเท้า
1,11,13,34.22,25001-50000,รองเท้า
1,11,13,34.33,25001-50000,รองเท้า
1,11,13,26,25001-50000,รองเท้า
1,11,13,34.04,1-100,รองเท้า
1,11,13,35.01,1-100,รองเท้า
1,11,13,35.03,1-100,รองเท้า
1,11,24,39,1-100,รองเท้า
1,11,24,35.04,501-1000,รองเท้า
1,11,24,34.22,501-1000,รองเท้า
1,11,24,34.33,501-1000,รองเท้า
1,11,24,26,501-1000,รองเท้า
1,11,24,35.01,1001-2500,รองเท้า
1,11,24,35.03,1001-2500,รองเท้า
1,11,18,26,1001-2500,รองเท้า
1,11,19,39,1001-2500,รองเท้า
1,11,19,35.04,1001-2500,รองเท้า
1,11,19,38,2501-5000,รองเท้า
1,11,19,34.22,2501-5000,รองเท้า
1,11,19,34.33,2501-5000,รองเท้า
1,11,19,26,2501-5000,รองเท้า
1,11,14,39,2501-5000,รองเท้า
1,11,14,26,5001-10000,รองเท้า
1,11,25,39,5001-10000,รองเท้า
1,11,25,35.04,5001-10000,รองเท้า
1,11,25,38,5001-10000,รองเท้า
1,11,25,34.22,5001-10000,รองเท้า
1,11,25,34.33,10001-25000,รองเท้า
1,11,25,26,10001-25000,รองเท้า
1,11,25,35.01,10001-25000,รองเท้า
1,11,25,35.03,10001-25000,รองเท้า
1,11,16,34.04,25001-50000,รองเท้า
